"Havaintoasema","Vuosi","Kuukausi","Päivä","Aika [Paikallinen aika]","Sademäärä [mm]","Lumensyvyys [cm]"
"Halsua kk","1987","11","8","02:00","1.6","4"
"Halsua kk","1987","11","9","02:00","1.7","6"
"Halsua kk","1987","11","10","02:00","1.8","8"
"Halsua kk","1987","11","11","02:00","6.7","11"
"Halsua kk","1987","11","12","02:00","0.3","13"
"Halsua kk","1987","11","13","02:00","1.4","12"
"Halsua kk","1987","11","14","02:00","0.4","12"
"Halsua kk","1987","11","15","02:00","1.3","12"
"Halsua kk","1987","11","16","02:00","0.3","14"
"Halsua kk","1987","11","17","02:00","1.9","13"
"Halsua kk","1987","11","18","02:00","0.4","15"
"Halsua kk","1987","11","19","02:00","-1","14"
"Halsua kk","1987","11","20","02:00","1.4","12"
"Halsua kk","1987","11","21","02:00","1.3","13"
"Halsua kk","1987","11","22","02:00","2","11"
"Halsua kk","1987","11","23","02:00","-1","11"
"Halsua kk","1987","11","24","02:00","-1","11"
"Halsua kk","1987","11","25","02:00","0.6","10"
"Halsua kk","1987","11","26","02:00","0.3","11"
"Halsua kk","1987","11","27","02:00","0.7","11"
"Halsua kk","1987","11","28","02:00","0.2","12"
"Halsua kk","1987","11","29","02:00","5","12"
"Halsua kk","1987","11","30","02:00","0.6","18"
"Halsua kk","1987","12","1","02:00","0.8","18"
"Halsua kk","1987","12","2","02:00","0.4","15"
"Halsua kk","1987","12","3","02:00","-1","15"
"Halsua kk","1987","12","4","02:00","-1","15"
"Halsua kk","1987","12","5","02:00","-1","15"
"Halsua kk","1987","12","6","02:00","3.3","15"
"Halsua kk","1987","12","7","02:00","3.8","16"
"Halsua kk","1987","12","8","02:00","-1","20"
"Halsua kk","1987","12","9","02:00","0.2","20"
"Halsua kk","1987","12","10","02:00","0","20"
"Halsua kk","1987","12","11","02:00","-1","20"
"Halsua kk","1987","12","12","02:00","0.2","20"
"Halsua kk","1987","12","13","02:00","8.6","20"
"Halsua kk","1987","12","14","02:00","-1","30"
"Halsua kk","1987","12","15","02:00","8.9","30"
"Halsua kk","1987","12","16","02:00","-1","36"
"Halsua kk","1987","12","17","02:00","-1","36"
"Halsua kk","1987","12","18","02:00","0.2","36"
"Halsua kk","1987","12","19","02:00","2","36"
"Halsua kk","1987","12","20","02:00","2.7","36"
"Halsua kk","1987","12","21","02:00","-1","41"
"Halsua kk","1987","12","22","02:00","0.3","39"
"Halsua kk","1987","12","23","02:00","0.2","39"
"Halsua kk","1987","12","24","02:00","0.1","38"
"Halsua kk","1987","12","25","02:00","0.3","38"
"Halsua kk","1987","12","26","02:00","-1","35"
"Halsua kk","1987","12","27","02:00","-1","35"
"Halsua kk","1987","12","28","02:00","-1","35"
"Halsua kk","1987","12","29","02:00","7.9","35"
"Halsua kk","1987","12","30","02:00","1.2","41"
"Halsua kk","1987","12","31","02:00","0.6","41"
"Halsua kk","1988","1","1","02:00","12.3","42"
"Halsua kk","1988","1","2","02:00","1.5","48"
"Halsua kk","1988","1","3","02:00","7","43"
"Halsua kk","1988","1","4","02:00","0.2","43"
"Halsua kk","1988","1","5","02:00","-1","43"
"Halsua kk","1988","1","6","02:00","0.4","43"
"Halsua kk","1988","1","7","02:00","-1","43"
"Halsua kk","1988","1","8","02:00","-1","43"
"Halsua kk","1988","1","9","02:00","1.5","43"
"Halsua kk","1988","1","10","02:00","-1","44"
"Halsua kk","1988","1","11","02:00","9.5","41"
"Halsua kk","1988","1","12","02:00","6.2","54"
"Halsua kk","1988","1","13","02:00","1.5","58"
"Halsua kk","1988","1","14","02:00","-1","57"
"Halsua kk","1988","1","15","02:00","3.8","53"
"Halsua kk","1988","1","16","02:00","0.1","55"
"Halsua kk","1988","1","17","02:00","-1","55"
"Halsua kk","1988","1","18","02:00","5.3","55"
"Halsua kk","1988","1","19","02:00","8","57"
"Halsua kk","1988","1","20","02:00","-1","64"
"Halsua kk","1988","1","21","02:00","0","64"
"Halsua kk","1988","1","22","02:00","7.7","64"
"Halsua kk","1988","1","23","02:00","2.3","69"
"Halsua kk","1988","1","24","02:00","4","69"
"Halsua kk","1988","1","25","02:00","0.9","72"
"Halsua kk","1988","1","26","02:00","-1","70"
"Halsua kk","1988","1","27","02:00","-1","69"
"Halsua kk","1988","1","28","02:00","-1","68"
"Halsua kk","1988","1","29","02:00","-1","67"
"Halsua kk","1988","1","30","02:00","-1","66"
"Halsua kk","1988","1","31","02:00","3.2","65"
"Halsua kk","1988","2","1","02:00","4.5","68"
"Halsua kk","1988","2","2","02:00","1.9","72"
"Halsua kk","1988","2","3","02:00","1.8","73"
"Halsua kk","1988","2","4","02:00","2.4","72"
"Halsua kk","1988","2","5","02:00","1.2","72"
"Halsua kk","1988","2","6","02:00","0.2","72"
"Halsua kk","1988","2","7","02:00","3.3","70"
"Halsua kk","1988","2","8","02:00","0.4","72"
"Halsua kk","1988","2","9","02:00","0.6","72"
"Halsua kk","1988","2","10","02:00","1.6","73"
"Halsua kk","1988","2","11","02:00","1.2","73"
"Halsua kk","1988","2","12","02:00","0.5","72"
"Halsua kk","1988","2","13","02:00","1.2","72"
"Halsua kk","1988","2","14","02:00","3.3","72"
"Halsua kk","1988","2","15","02:00","-1","74"
"Halsua kk","1988","2","16","02:00","0.3","74"
"Halsua kk","1988","2","17","02:00","-1","74"
"Halsua kk","1988","2","18","02:00","0","74"
"Halsua kk","1988","2","19","02:00","-1","73"
"Halsua kk","1988","2","20","02:00","-1","73"
"Halsua kk","1988","2","21","02:00","0","73"
"Halsua kk","1988","2","22","02:00","0.5","73"
"Halsua kk","1988","2","23","02:00","0","73"
"Halsua kk","1988","2","24","02:00","-1","73"
"Halsua kk","1988","2","25","02:00","-1","73"
"Halsua kk","1988","2","26","02:00","-1","73"
"Halsua kk","1988","2","27","02:00","-1","73"
"Halsua kk","1988","2","28","02:00","0.4","72"
"Halsua kk","1988","2","29","02:00","0.2","72"
"Halsua kk","1988","3","1","02:00","0.7","72"
"Halsua kk","1988","3","2","02:00","0.6","72"
"Halsua kk","1988","3","3","02:00","0","74"
"Halsua kk","1988","3","4","02:00","0","73"
"Halsua kk","1988","3","5","02:00","1.9","73"
"Halsua kk","1988","3","6","02:00","0.6","73"
"Halsua kk","1988","3","7","02:00","1.7","74"
"Halsua kk","1988","3","8","02:00","-1","74"
"Halsua kk","1988","3","9","02:00","0.2","74"
"Halsua kk","1988","3","10","02:00","0.7","74"
"Halsua kk","1988","3","11","02:00","1.7","74"
"Halsua kk","1988","3","12","02:00","2.5","75"
"Halsua kk","1988","3","13","02:00","0.2","77"
"Halsua kk","1988","3","14","02:00","1.5","77"
"Halsua kk","1988","3","15","02:00","1.5","75"
"Halsua kk","1988","3","16","02:00","0.5","77"
"Halsua kk","1988","3","17","02:00","0","78"
"Halsua kk","1988","3","18","02:00","-1","77"
"Halsua kk","1988","3","19","02:00","-1","77"
"Halsua kk","1988","3","20","02:00","-1","77"
"Halsua kk","1988","3","21","02:00","-1","75"
"Halsua kk","1988","3","22","02:00","0","75"
"Halsua kk","1988","3","23","02:00","0.8","75"
"Halsua kk","1988","3","24","02:00","0.7","74"
"Halsua kk","1988","3","25","02:00","1.4","75"
"Halsua kk","1988","3","26","02:00","2.5","76"
"Halsua kk","1988","3","27","02:00","-1","73"
"Halsua kk","1988","3","28","03:00","2.1","70"
"Halsua kk","1988","3","29","03:00","1.1","66"
"Halsua kk","1988","3","30","03:00","-1","65"
"Halsua kk","1988","3","31","03:00","-1","63"
"Halsua kk","1988","4","1","03:00","-1","61"
"Halsua kk","1988","4","2","03:00","0.5","56"
"Halsua kk","1988","4","3","03:00","-1","51"
"Halsua kk","1988","4","4","03:00","-1","47"
"Halsua kk","1988","4","5","03:00","-1","45"
"Halsua kk","1988","4","6","03:00","0.9","44"
"Halsua kk","1988","4","7","03:00","0.7","42"
"Halsua kk","1988","4","8","03:00","6.1","41"
"Halsua kk","1988","4","9","03:00","5","45"
"Halsua kk","1988","4","10","03:00","-1","47"
"Halsua kk","1988","4","11","03:00","-1","46"
"Halsua kk","1988","4","12","03:00","-1","45"
"Halsua kk","1988","4","13","03:00","-1","44"
"Halsua kk","1988","4","14","03:00","-1","44"
"Halsua kk","1988","4","15","03:00","0.4","44"
"Halsua kk","1988","4","16","03:00","6","44"
"Halsua kk","1988","4","17","03:00","6.9","36"
"Halsua kk","1988","4","18","03:00","-1","41"
"Halsua kk","1988","4","19","03:00","-1","38"
"Halsua kk","1988","4","20","03:00","-1","38"
"Halsua kk","1988","4","21","03:00","-1","38"
"Halsua kk","1988","4","22","03:00","-1","38"
"Halsua kk","1988","4","23","03:00","-1","38"
"Halsua kk","1988","4","24","03:00","-1","37"
"Halsua kk","1988","4","25","03:00","0.4","37"
"Halsua kk","1988","4","26","03:00","-1","34"
"Halsua kk","1988","4","27","03:00","-1","34"
"Halsua kk","1988","4","28","03:00","-1","31"
"Halsua kk","1988","4","29","03:00","-1","26"
"Halsua kk","1988","4","30","03:00","-1","22"
"Halsua kk","1988","5","1","03:00","-1","15"
"Halsua kk","1988","5","2","03:00","0.8","14"
"Halsua kk","1988","5","3","03:00","-1","10"
"Halsua kk","1988","5","4","03:00","-1","5"
"Halsua kk","1988","5","5","03:00","4.6","0"
"Halsua kk","1988","5","6","03:00","0.3","-1"
"Halsua kk","1988","5","7","03:00","-1","-1"
"Halsua kk","1988","5","8","03:00","-1","-1"
"Halsua kk","1988","5","9","03:00","-1","-1"
"Halsua kk","1988","5","10","03:00","-1","-1"
"Halsua kk","1988","5","11","03:00","-1","-1"
"Halsua kk","1988","5","12","03:00","-1","-1"
"Halsua kk","1988","5","13","03:00","-1","-1"
"Halsua kk","1988","5","14","03:00","-1","-1"
"Halsua kk","1988","5","15","03:00","-1","-1"
"Halsua kk","1988","5","16","03:00","0.2","-1"
"Halsua kk","1988","5","17","03:00","-1","-1"
"Halsua kk","1988","5","18","03:00","0","-1"
"Halsua kk","1988","5","19","03:00","0.5","-1"
"Halsua kk","1988","5","20","03:00","-1","-1"
"Halsua kk","1988","5","21","03:00","6.3","-1"
"Halsua kk","1988","5","22","03:00","5.4","-1"
"Halsua kk","1988","5","23","03:00","5.5","-1"
"Halsua kk","1988","5","24","03:00","1.1","-1"
"Halsua kk","1988","5","25","03:00","-1","-1"
"Halsua kk","1988","5","26","03:00","-1","-1"
"Halsua kk","1988","5","27","03:00","-1","-1"
"Halsua kk","1988","5","28","03:00","-1","-1"
"Halsua kk","1988","5","29","03:00","-1","-1"
"Halsua kk","1988","5","30","03:00","0.8","-1"
"Halsua kk","1988","5","31","03:00","4.1","-1"
"Halsua kk","1988","6","1","03:00","13.3","-1"
"Halsua kk","1988","6","2","03:00","4.9","-1"
"Halsua kk","1988","6","3","03:00","-1","-1"
"Halsua kk","1988","6","4","03:00","10.5","-1"
"Halsua kk","1988","6","5","03:00","0.5","-1"
"Halsua kk","1988","6","6","03:00","-1","-1"
"Halsua kk","1988","6","7","03:00","-1","-1"
"Halsua kk","1988","6","8","03:00","-1","-1"
"Halsua kk","1988","6","9","03:00","-1","-1"
"Halsua kk","1988","6","10","03:00","-1","-1"
"Halsua kk","1988","6","11","03:00","-1","-1"
"Halsua kk","1988","6","12","03:00","-1","-1"
"Halsua kk","1988","6","13","03:00","0","-1"
"Halsua kk","1988","6","14","03:00","0","-1"
"Halsua kk","1988","6","15","03:00","-1","-1"
"Halsua kk","1988","6","16","03:00","-1","-1"
"Halsua kk","1988","6","17","03:00","-1","-1"
"Halsua kk","1988","6","18","03:00","2.1","-1"
"Halsua kk","1988","6","19","03:00","1.4","-1"
"Halsua kk","1988","6","20","03:00","-1","-1"
"Halsua kk","1988","6","21","03:00","0","-1"
"Halsua kk","1988","6","22","03:00","4.8","-1"
"Halsua kk","1988","6","23","03:00","0","-1"
"Halsua kk","1988","6","24","03:00","7.4","-1"
"Halsua kk","1988","6","25","03:00","50","-1"
"Halsua kk","1988","6","26","03:00","-1","-1"
"Halsua kk","1988","6","27","03:00","-1","-1"
"Halsua kk","1988","6","28","03:00","0.6","-1"
"Halsua kk","1988","6","29","03:00","9.1","-1"
"Halsua kk","1988","6","30","03:00","-1","-1"
"Halsua kk","1988","7","1","03:00","-1","-1"
"Halsua kk","1988","7","2","03:00","-1","-1"
"Halsua kk","1988","7","3","03:00","4","-1"
"Halsua kk","1988","7","4","03:00","-1","-1"
"Halsua kk","1988","7","5","03:00","-1","-1"
"Halsua kk","1988","7","6","03:00","-1","-1"
"Halsua kk","1988","7","7","03:00","-1","-1"
"Halsua kk","1988","7","8","03:00","-1","-1"
"Halsua kk","1988","7","9","03:00","-1","-1"
"Halsua kk","1988","7","10","03:00","-1","-1"
"Halsua kk","1988","7","11","03:00","-1","-1"
"Halsua kk","1988","7","12","03:00","-1","-1"
"Halsua kk","1988","7","13","03:00","0","-1"
"Halsua kk","1988","7","14","03:00","-1","-1"
"Halsua kk","1988","7","15","03:00","-1","-1"
"Halsua kk","1988","7","16","03:00","-1","-1"
"Halsua kk","1988","7","17","03:00","-1","-1"
"Halsua kk","1988","7","18","03:00","-1","-1"
"Halsua kk","1988","7","19","03:00","-1","-1"
"Halsua kk","1988","7","20","03:00","-1","-1"
"Halsua kk","1988","7","21","03:00","-1","-1"
"Halsua kk","1988","7","22","03:00","1","-1"
"Halsua kk","1988","7","23","03:00","0.3","-1"
"Halsua kk","1988","7","24","03:00","-1","-1"
"Halsua kk","1988","7","25","03:00","7.8","-1"
"Halsua kk","1988","7","26","03:00","-1","-1"
"Halsua kk","1988","7","27","03:00","7","-1"
"Halsua kk","1988","7","28","03:00","-1","-1"
"Halsua kk","1988","7","29","03:00","36.1","-1"
"Halsua kk","1988","7","30","03:00","2.9","-1"
"Halsua kk","1988","7","31","03:00","0.7","-1"
"Halsua kk","1988","8","1","03:00","1.6","-1"
"Halsua kk","1988","8","2","03:00","1.1","-1"
"Halsua kk","1988","8","3","03:00","1","-1"
"Halsua kk","1988","8","4","03:00","1.9","-1"
"Halsua kk","1988","8","5","03:00","1.8","-1"
"Halsua kk","1988","8","6","03:00","2.7","-1"
"Halsua kk","1988","8","7","03:00","3","-1"
"Halsua kk","1988","8","8","03:00","2.5","-1"
"Halsua kk","1988","8","9","03:00","0.2","-1"
"Halsua kk","1988","8","10","03:00","2.2","-1"
"Halsua kk","1988","8","11","03:00","1.4","-1"
"Halsua kk","1988","8","12","03:00","4.4","-1"
"Halsua kk","1988","8","13","03:00","8.4","-1"
"Halsua kk","1988","8","14","03:00","3.5","-1"
"Halsua kk","1988","8","15","03:00","4.1","-1"
"Halsua kk","1988","8","16","03:00","6.1","-1"
"Halsua kk","1988","8","17","03:00","0.2","-1"
"Halsua kk","1988","8","18","03:00","-1","-1"
"Halsua kk","1988","8","19","03:00","0.9","-1"
"Halsua kk","1988","8","20","03:00","8.1","-1"
"Halsua kk","1988","8","21","03:00","-1","-1"
"Halsua kk","1988","8","22","03:00","1.1","-1"
"Halsua kk","1988","8","23","03:00","0","-1"
"Halsua kk","1988","8","24","03:00","1.4","-1"
"Halsua kk","1988","8","25","03:00","-1","-1"
"Halsua kk","1988","8","26","03:00","-1","-1"
"Halsua kk","1988","8","27","03:00","-1","-1"
"Halsua kk","1988","8","28","03:00","-1","-1"
"Halsua kk","1988","8","29","03:00","1.8","-1"
"Halsua kk","1988","8","30","03:00","1.4","-1"
"Halsua kk","1988","8","31","03:00","-1","-1"
"Halsua kk","1988","9","1","03:00","3.5","-1"
"Halsua kk","1988","9","2","03:00","0.4","-1"
"Halsua kk","1988","9","3","03:00","-1","-1"
"Halsua kk","1988","9","4","03:00","-1","-1"
"Halsua kk","1988","9","5","03:00","0.7","-1"
"Halsua kk","1988","9","6","03:00","-1","-1"
"Halsua kk","1988","9","7","03:00","-1","-1"
"Halsua kk","1988","9","8","03:00","-1","-1"
"Halsua kk","1988","9","9","03:00","-1","-1"
"Halsua kk","1988","9","10","03:00","1","-1"
"Halsua kk","1988","9","11","03:00","-1","-1"
"Halsua kk","1988","9","12","03:00","1.8","-1"
"Halsua kk","1988","9","13","03:00","0.4","-1"
"Halsua kk","1988","9","14","03:00","1.9","-1"
"Halsua kk","1988","9","15","03:00","6.5","-1"
"Halsua kk","1988","9","16","03:00","-1","-1"
"Halsua kk","1988","9","17","03:00","8.8","-1"
"Halsua kk","1988","9","18","03:00","-1","-1"
"Halsua kk","1988","9","19","03:00","0.7","-1"
"Halsua kk","1988","9","20","03:00","5","-1"
"Halsua kk","1988","9","21","03:00","-1","-1"
"Halsua kk","1988","9","22","03:00","0.3","-1"
"Halsua kk","1988","9","23","03:00","-1","-1"
"Halsua kk","1988","9","24","03:00","0.6","-1"
"Halsua kk","1988","9","25","03:00","2.8","-1"
"Halsua kk","1988","9","26","02:00","9.6","-1"
"Halsua kk","1988","9","27","02:00","2","-1"
"Halsua kk","1988","9","28","02:00","4.4","-1"
"Halsua kk","1988","9","29","02:00","6.4","-1"
"Halsua kk","1988","9","30","02:00","-1","-1"
"Halsua kk","1988","10","1","02:00","0.2","-1"
"Halsua kk","1988","10","2","02:00","0.1","-1"
"Halsua kk","1988","10","3","02:00","-1","-1"
"Halsua kk","1988","10","4","02:00","-1","-1"
"Halsua kk","1988","10","5","02:00","-1","-1"
"Halsua kk","1988","10","6","02:00","1.8","-1"
"Halsua kk","1988","10","7","02:00","3.2","-1"
"Halsua kk","1988","10","8","02:00","2.6","-1"
"Halsua kk","1988","10","9","02:00","11.8","-1"
"Halsua kk","1988","10","10","02:00","6.9","-1"
"Halsua kk","1988","10","11","02:00","-1","-1"
"Halsua kk","1988","10","12","02:00","-1","-1"
"Halsua kk","1988","10","13","02:00","0.2","-1"
"Halsua kk","1988","10","14","02:00","1.8","-1"
"Halsua kk","1988","10","15","02:00","0.1","-1"
"Halsua kk","1988","10","16","02:00","-1","-1"
"Halsua kk","1988","10","17","02:00","-1","-1"
"Halsua kk","1988","10","18","02:00","-1","-1"
"Halsua kk","1988","10","19","02:00","-1","-1"
"Halsua kk","1988","10","20","02:00","-1","-1"
"Halsua kk","1988","10","21","02:00","-1","-1"
"Halsua kk","1988","10","22","02:00","1.3","-1"
"Halsua kk","1988","10","23","02:00","1.3","-1"
"Halsua kk","1988","10","24","02:00","0.9","0"
"Halsua kk","1988","10","25","02:00","0","0"
"Halsua kk","1988","10","26","02:00","2","0"
"Halsua kk","1988","10","27","02:00","6.2","0"
"Halsua kk","1988","10","28","02:00","-1","0"
"Halsua kk","1988","10","29","02:00","-1","0"
"Halsua kk","1988","10","30","02:00","-1","0"
"Halsua kk","1988","10","31","02:00","0.2","0"
"Halsua kk","1988","11","1","02:00","-1","0"
"Halsua kk","1988","11","2","02:00","-1","0"
"Halsua kk","1988","11","3","02:00","0.2","0"
"Halsua kk","1988","11","4","02:00","-1","0"
"Halsua kk","1988","11","5","02:00","0.5","0"
"Halsua kk","1988","11","6","02:00","1.3","0"
"Halsua kk","1988","11","7","02:00","0.5","4"
"Halsua kk","1988","11","8","02:00","-1","4"
"Halsua kk","1988","11","9","02:00","-1","4"
"Halsua kk","1988","11","10","02:00","-1","4"
"Halsua kk","1988","11","11","02:00","0.1","0"
"Halsua kk","1988","11","12","02:00","-1","-1"
"Halsua kk","1988","11","13","02:00","-1","-1"
"Halsua kk","1988","11","14","02:00","0.5","-1"
"Halsua kk","1988","11","15","02:00","1","0"
"Halsua kk","1988","11","16","02:00","0.2","0"
"Halsua kk","1988","11","17","02:00","-1","-1"
"Halsua kk","1988","11","18","02:00","0.2","-1"
"Halsua kk","1988","11","19","02:00","0.2","0"
"Halsua kk","1988","11","20","02:00","1.4","0"
"Halsua kk","1988","11","21","02:00","0.3","3"
"Halsua kk","1988","11","22","02:00","2.2","5"
"Halsua kk","1988","11","23","02:00","5.3","8"
"Halsua kk","1988","11","24","02:00","-1","12"
"Halsua kk","1988","11","25","02:00","0.5","12"
"Halsua kk","1988","11","26","02:00","1.4","12"
"Halsua kk","1988","11","27","02:00","0.9","14"
"Halsua kk","1988","11","28","02:00","-1","14"
"Halsua kk","1988","11","29","02:00","0.2","14"
"Halsua kk","1988","11","30","02:00","-1","14"
"Halsua kk","1988","12","1","02:00","-1","14"
"Halsua kk","1988","12","2","02:00","0.1","14"
"Halsua kk","1988","12","3","02:00","-1","14"
"Halsua kk","1988","12","4","02:00","1.6","14"
"Halsua kk","1988","12","5","02:00","2","15"
"Halsua kk","1988","12","6","02:00","4.7","16"
"Halsua kk","1988","12","7","02:00","-1","20"
"Halsua kk","1988","12","8","02:00","3.9","20"
"Halsua kk","1988","12","9","02:00","0.2","23"
"Halsua kk","1988","12","10","02:00","-1","23"
"Halsua kk","1988","12","11","02:00","-1","23"
"Halsua kk","1988","12","12","02:00","0.4","23"
"Halsua kk","1988","12","13","02:00","11.5","23"
"Halsua kk","1988","12","14","02:00","-1","30"
"Halsua kk","1988","12","15","02:00","0.4","30"
"Halsua kk","1988","12","16","02:00","-1","29"
"Halsua kk","1988","12","17","02:00","0.6","29"
"Halsua kk","1988","12","18","02:00","0.5","29"
"Halsua kk","1988","12","19","02:00","-1","29"
"Halsua kk","1988","12","20","02:00","1","29"
"Halsua kk","1988","12","21","02:00","2.2","31"
"Halsua kk","1988","12","22","02:00","9.4","33"
"Halsua kk","1988","12","23","02:00","1.5","31"
"Halsua kk","1988","12","24","02:00","-1","32"
"Halsua kk","1988","12","25","02:00","1.4","32"
"Halsua kk","1988","12","26","02:00","-1","34"
"Halsua kk","1988","12","27","02:00","-1","34"
"Halsua kk","1988","12","28","02:00","1.4","34"
"Halsua kk","1988","12","29","02:00","-1","34"
"Halsua kk","1988","12","30","02:00","1.2","33"
"Halsua kk","1988","12","31","02:00","0","34"
"Halsua kk","1989","1","1","02:00","0.2","34"
"Halsua kk","1989","1","2","02:00","0.9","33"
"Halsua kk","1989","1","3","02:00","-1","32"
"Halsua kk","1989","1","4","02:00","-1","30"
"Halsua kk","1989","1","5","02:00","-1","30"
"Halsua kk","1989","1","6","02:00","2","30"
"Halsua kk","1989","1","7","02:00","0.3","32"
"Halsua kk","1989","1","8","02:00","13.5","32"
"Halsua kk","1989","1","9","02:00","2","38"
"Halsua kk","1989","1","10","02:00","0.1","42"
"Halsua kk","1989","1","11","02:00","0.3","42"
"Halsua kk","1989","1","12","02:00","3.2","42"
"Halsua kk","1989","1","13","02:00","0","43"
"Halsua kk","1989","1","14","02:00","6.4","41"
"Halsua kk","1989","1","15","02:00","4.6","46"
"Halsua kk","1989","1","16","02:00","0.7","47"
"Halsua kk","1989","1","17","02:00","6.3","46"
"Halsua kk","1989","1","18","02:00","0.3","53"
"Halsua kk","1989","1","19","02:00","0.8","52"
"Halsua kk","1989","1","20","02:00","-1","51"
"Halsua kk","1989","1","21","02:00","2.4","51"
"Halsua kk","1989","1","22","02:00","0.3","52"
"Halsua kk","1989","1","23","02:00","-1","52"
"Halsua kk","1989","1","24","02:00","3.9","52"
"Halsua kk","1989","1","25","02:00","-1","54"
"Halsua kk","1989","1","26","02:00","0.3","54"
"Halsua kk","1989","1","27","02:00","-1","54"
"Halsua kk","1989","1","28","02:00","-1","50"
"Halsua kk","1989","1","29","02:00","0","46"
"Halsua kk","1989","1","30","02:00","0.2","46"
"Halsua kk","1989","1","31","02:00","-1","46"
"Halsua kk","1989","2","1","02:00","-1","46"
"Halsua kk","1989","2","2","02:00","0.3","46"
"Halsua kk","1989","2","3","02:00","0","45"
"Halsua kk","1989","2","4","02:00","2.1","44"
"Halsua kk","1989","2","5","02:00","2.5","41"
"Halsua kk","1989","2","6","02:00","1.2","41"
"Halsua kk","1989","2","7","02:00","-1","40"
"Halsua kk","1989","2","8","02:00","0.4","40"
"Halsua kk","1989","2","9","02:00","-1","40"
"Halsua kk","1989","2","10","02:00","-1","40"
"Halsua kk","1989","2","11","02:00","-1","40"
"Halsua kk","1989","2","12","02:00","6.8","40"
"Halsua kk","1989","2","13","02:00","0.3","47"
"Halsua kk","1989","2","14","02:00","3.5","47"
"Halsua kk","1989","2","15","02:00","9.8","50"
"Halsua kk","1989","2","16","02:00","0.7","55"
"Halsua kk","1989","2","17","02:00","-1","55"
"Halsua kk","1989","2","18","02:00","-1","55"
"Halsua kk","1989","2","19","02:00","17.2","55"
"Halsua kk","1989","2","20","02:00","-1","63"
"Halsua kk","1989","2","21","02:00","-1","62"
"Halsua kk","1989","2","22","02:00","-1","62"
"Halsua kk","1989","2","23","02:00","6.5","60"
"Halsua kk","1989","2","24","02:00","1.4","63"
"Halsua kk","1989","2","25","02:00","1.2","63"
"Halsua kk","1989","2","26","02:00","5.9","63"
"Halsua kk","1989","2","27","02:00","0.4","51"
"Halsua kk","1989","2","28","02:00","3.8","45"
"Halsua kk","1989","3","1","02:00","0.2","44"
"Halsua kk","1989","3","2","02:00","-1","43"
"Halsua kk","1989","3","3","02:00","1.1","41"
"Halsua kk","1989","3","4","02:00","0.3","41"
"Halsua kk","1989","3","5","02:00","1.8","41"
"Halsua kk","1989","3","6","02:00","-1","41"
"Halsua kk","1989","3","7","02:00","-1","41"
"Halsua kk","1989","3","8","02:00","-1","40"
"Halsua kk","1989","3","9","02:00","0","40"
"Halsua kk","1989","3","10","02:00","5.5","40"
"Halsua kk","1989","3","11","02:00","9.4","42"
"Halsua kk","1989","3","12","02:00","-1","42"
"Halsua kk","1989","3","13","02:00","0.3","42"
"Halsua kk","1989","3","14","02:00","4","40"
"Halsua kk","1989","3","15","02:00","-1","40"
"Halsua kk","1989","3","16","02:00","-1","40"
"Halsua kk","1989","3","17","02:00","4.4","40"
"Halsua kk","1989","3","18","02:00","2.4","45"
"Halsua kk","1989","3","19","02:00","2.4","47"
"Halsua kk","1989","3","20","02:00","1.7","48"
"Halsua kk","1989","3","21","02:00","5.7","43"
"Halsua kk","1989","3","22","02:00","6.3","40"
"Halsua kk","1989","3","23","02:00","0.1","38"
"Halsua kk","1989","3","24","02:00","-1","37"
"Halsua kk","1989","3","25","02:00","1","37"
"Halsua kk","1989","3","26","02:00","0","37"
"Halsua kk","1989","3","27","03:00","0","37"
"Halsua kk","1989","3","28","03:00","8.6","37"
"Halsua kk","1989","3","29","03:00","8.4","45"
"Halsua kk","1989","3","30","03:00","-1","51"
"Halsua kk","1989","3","31","03:00","-1","51"
"Halsua kk","1989","4","1","03:00","-1","51"
"Halsua kk","1989","4","2","03:00","1","49"
"Halsua kk","1989","4","3","03:00","-1","49"
"Halsua kk","1989","4","4","03:00","-1","48"
"Halsua kk","1989","4","5","03:00","-1","48"
"Halsua kk","1989","4","6","03:00","-1","45"
"Halsua kk","1989","4","7","03:00","0","42"
"Halsua kk","1989","4","8","03:00","-1","40"
"Halsua kk","1989","4","9","03:00","0","39"
"Halsua kk","1989","4","10","03:00","0","38"
"Halsua kk","1989","4","11","03:00","0.8","35"
"Halsua kk","1989","4","12","03:00","0","25"
"Halsua kk","1989","4","13","03:00","-1","20"
"Halsua kk","1989","4","14","03:00","-1","5"
"Halsua kk","1989","4","15","03:00","-1","0"
"Halsua kk","1989","4","16","03:00","-1","0"
"Halsua kk","1989","4","17","03:00","0.5","0"
"Halsua kk","1989","4","18","03:00","-1","0"
"Halsua kk","1989","4","19","03:00","-1","-1"
"Halsua kk","1989","4","20","03:00","-1","-1"
"Halsua kk","1989","4","21","03:00","0.4","-1"
"Halsua kk","1989","4","22","03:00","1.1","-1"
"Halsua kk","1989","4","23","03:00","5","-1"
"Halsua kk","1989","4","24","03:00","0.1","-1"
"Halsua kk","1989","4","25","03:00","2.6","-1"
"Halsua kk","1989","4","26","03:00","-1","-1"
"Halsua kk","1989","4","27","03:00","-1","-1"
"Halsua kk","1989","4","28","03:00","1","-1"
"Halsua kk","1989","4","29","03:00","2.4","-1"
"Halsua kk","1989","4","30","03:00","-1","-1"
"Halsua kk","1989","5","1","03:00","0.2","-1"
