Vuosi,Kk,Pv,Klo,Aikavyöhyke,Pilvien määrä (1/8),Ilmanpaine (msl) (hPa),Sademäärä (mm),Suhteellinen kosteus (%),Sateen intensiteetti (mm/h),Lumensyvyys (cm),Ilman lämpötila (degC),Kastepistelämpötila (degC),Näkyvyys (m),Tuulen suunta (deg),Puuskanopeus (m/s),Tuulen nopeus (m/s)
2020,7,15,05:00,UTC,0,1015.8,0,66,0,-1,17.1,10.6,39150,357,1.3,0.6
2020,7,15,06:00,UTC,0,1015.7,0,54,0,-1,19.2,9.8,46980,318,2,1.3
2020,7,15,07:00,UTC,0,1015.2,0,55,0,-1,19.3,10,38400,230,2.5,1.4
2020,7,15,08:00,UTC,0,1015.3,0,50,0,-1,20.5,9.7,37220,244,2.3,1.2
2020,7,15,09:00,UTC,1,1015.3,0,50,0,-1,21.2,10.5,30880,136,4.3,2.3
2020,7,15,10:00,UTC,7,1015.3,0,54,0,-1,21,11.4,35890,183,5.4,3.3
2020,7,15,11:00,UTC,5,1015.3,0,46,0,-1,22.1,10.1,26910,190,4.9,3.1
2020,7,15,12:00,UTC,3,1015.4,0,44,0,-1,21,8.5,41780,149,7.1,5
2020,7,15,13:00,UTC,0,1015.2,0,45,0,-1,22.1,9.4,46750,192,5.7,4
2020,7,15,14:00,UTC,0,1014.8,0,40,0,-1,21.7,7.4,47780,198,6.2,3.8
2020,7,15,15:00,UTC,0,1014.6,0,37,0,-1,21.6,6.3,49750,190,6,4
2020,7,15,16:00,UTC,0,1014.2,0,39,0,-1,21,6.4,50000,221,5.9,4
2020,7,15,17:00,UTC,0,1014,0,44,0,-1,19.9,7.3,50000,218,5.5,3.3
2020,7,15,18:00,UTC,0,1013.8,0,49,0,-1,18.9,8,50000,224,5,3.6
2020,7,15,19:00,UTC,0,1013.8,0,51,0,-1,18.1,7.9,50000,262,4.6,3.2
2020,7,15,20:00,UTC,0,1013.8,0,52,0,-1,16.7,6.7,50000,260,4,3.3
2020,7,15,21:00,UTC,0,1013.6,0,57,0,-1,15.8,7.2,50000,272,4.4,3.9
2020,7,15,22:00,UTC,0,1013.7,0,61,0,-1,15,7.5,50000,291,4.5,3.8
2020,7,15,23:00,UTC,0,1013.5,0,70,0,-1,14,8.6,50000,312,3.8,2.4
2020,7,16,00:00,UTC,0,1013.6,0,77,0,-1,12.8,8.9,50000,327,3,2
2020,7,16,01:00,UTC,0,1013.5,0,82,0,-1,11.9,8.9,50000,331,3.2,1.8
2020,7,16,02:00,UTC,0,1013.6,0,85,0,-1,11.8,9.4,50000,341,3.5,2.9
2020,7,16,03:00,UTC,0,1013.6,0,85,0,-1,12.7,10.3,50000,352,3.7,2.9
2020,7,16,04:00,UTC,0,1013.5,0,73,0,-1,15.7,10.8,46440,345,3.5,2.4
2020,7,16,05:00,UTC,0,1013.5,0,63,0,-1,17.8,10.6,30800,348,2.7,1.4
2020,7,16,06:00,UTC,0,1013.3,0,55,0,-1,20.2,10.9,45850,339,4.2,2
2020,7,16,07:00,UTC,0,1013.1,0,46,0,-1,21.7,9.5,41160,328,6,3.3
2020,7,16,08:00,UTC,0,1013,0,42,0,-1,22.3,8.7,38810,344,7.2,4.1
2020,7,16,09:00,UTC,1,1012.9,0,41,0,-1,22.8,8.7,41800,342,8.6,5
2020,7,16,10:00,UTC,1,1012.7,0,42,0,-1,23.8,10.2,35930,330,7.9,3.5
2020,7,16,11:00,UTC,5,1012.8,0,46,0,-1,22.4,10.4,50000,359,6,3.7
2020,7,16,12:00,UTC,7,1012.8,0,44,0,-1,22.8,9.8,50000,338,6.7,4.4
2020,7,16,13:00,UTC,7,1012.7,0,40,0,-1,22.9,8.7,50000,350,7.7,5.2
2020,7,16,14:00,UTC,7,1012.8,0,42,0,-1,23.3,9.5,50000,334,6.9,4
2020,7,16,15:00,UTC,7,1012.8,0,39,0,-1,23.3,8.7,50000,355,6.8,4.4
2020,7,16,16:00,UTC,3,1012.6,0,44,0,-1,23.8,10.7,50000,302,5.2,2.7
2020,7,16,17:00,UTC,7,1012.7,0,41,0,-1,23.3,9.2,50000,1,6.1,3.6
2020,7,16,18:00,UTC,0,1012.9,0,43,0,-1,22.5,9.4,50000,347,5.2,2.8
2020,7,16,19:00,UTC,0,1013.1,0,56,0,-1,19.4,10.4,50000,309,3.6,2.4
2020,7,16,20:00,UTC,0,1013.3,0,62,0,-1,18.1,10.7,50000,316,4.4,3.4
2020,7,16,21:00,UTC,0,1013.6,0,71,0,-1,16.2,10.9,50000,319,4.8,3.5
2020,7,16,22:00,UTC,0,1013.8,0,75,0,-1,15.3,10.9,50000,322,4.1,3.2
2020,7,16,23:00,UTC,0,1014,0,78,0,-1,14.8,11,50000,330,4.2,2.7
2020,7,17,00:00,UTC,0,1014.2,0,81,0,-1,14.2,11,50000,331,3.4,2.1
2020,7,17,01:00,UTC,0,1014.4,0,86,0,-1,13.4,11,50000,335,2.7,1.8
2020,7,17,02:00,UTC,0,1014.6,0,85,0,-1,13.6,11.1,50000,319,3.8,2.8
2020,7,17,03:00,UTC,1,1014.8,0,82,0,-1,14.6,11.6,50000,324,3.2,1.8
2020,7,17,04:00,UTC,0,1014.9,0,71,0,-1,17.8,12.4,43890,329,3,1.4
2020,7,17,05:00,UTC,0,1015.1,0,66,0,-1,20.2,13.5,35470,328,1.9,0.9
2020,7,17,06:00,UTC,0,1015.3,0,58,0,-1,21.7,13.2,40760,299,3.1,1.6
2020,7,17,07:00,UTC,0,1015.6,0,44,0,-1,23.3,10.4,42420,336,4.2,1.9
2020,7,17,08:00,UTC,0,1015.8,0,41,0,-1,24.4,10.3,33940,317,5.1,2.6
2020,7,17,09:00,UTC,1,1015.9,0,43,0,-1,24.3,10.9,44220,341,4.9,3
2020,7,17,10:00,UTC,3,1015.8,0,50,0,-1,24.6,13.5,42250,234,4.1,2
2020,7,17,11:00,UTC,3,1016,0,54,0,-1,24.2,14.3,43850,196,6.4,4.4
2020,7,17,12:00,UTC,5,1016.1,0,48,0,-1,25.7,13.8,42300,190,7.5,5.5
2020,7,17,13:00,UTC,7,1015.9,0,52,0,-1,25.5,14.9,36900,212,7.9,4.5
2020,7,17,14:00,UTC,5,1015.9,0,52,0,-1,25,14.4,44820,207,9.8,7.1
2020,7,17,15:00,UTC,3,1016,0,50,0,-1,24.5,13.2,45300,218,9.8,6.3
2020,7,17,16:00,UTC,5,1016.2,0,52,0,-1,24,13.6,48510,167,3.2,1.3
2020,7,17,17:00,UTC,5,1016.4,0,56,0,-1,23.7,14.4,44460,221,3,1.8
2020,7,17,18:00,UTC,0,1016.6,0,55,0,-1,22.9,13.4,50000,278,3.2,1.6
2020,7,17,19:00,UTC,0,1016.9,0,62,0,-1,22.1,14.3,50000,230,2.8,2.3
2020,7,17,20:00,UTC,0,1017.2,0,69,0,-1,20.1,14.2,50000,248,6.7,4.4
2020,7,17,21:00,UTC,0,1017.6,0,63,0,-1,20.1,12.8,50000,263,8.1,4.8
2020,7,17,22:00,UTC,0,1018,0,72,0,-1,18.4,13.3,50000,263,5.6,3.6
2020,7,17,23:00,UTC,0,1018.1,0,73,0,-1,17.9,13,49760,263,5,3.2
2020,7,18,00:00,UTC,0,1018.4,0,77,0,-1,17,12.9,47750,255,3.8,2.9
2020,7,18,01:00,UTC,0,1018.8,0,80,0,-1,16.2,12.9,44230,250,5.1,3.4
2020,7,18,02:00,UTC,0,1019.1,0,81,0,-1,15.8,12.5,47840,247,4.8,3
2020,7,18,03:00,UTC,0,1019.2,0,76,0,-1,16.7,12.5,46490,244,5,3.2
2020,7,18,04:00,UTC,0,1019.2,0,71,0,-1,18.3,13,41530,245,5.6,3.3
2020,7,18,05:00,UTC,0,1019.5,0,66,0,-1,19.8,13.2,47080,251,4.5,2.9
2020,7,18,06:00,UTC,0,1019.5,0,58,0,-1,21.3,12.8,45140,245,6.9,4
2020,7,18,07:00,UTC,0,1019.6,0,58,0,-1,22.6,13.9,45990,195,5.7,3.9
2020,7,18,08:00,UTC,0,1019.8,0,57,0,-1,22.8,13.7,36330,208,7.8,5.8
2020,7,18,09:00,UTC,0,1020,0,59,0,-1,23.4,15,37030,189,7.8,5.4
2020,7,18,10:00,UTC,0,1019.9,0,54,0,-1,23.5,13.5,35490,189,8.6,6.1
2020,7,18,11:00,UTC,0,1020,0,56,0,-1,23.8,14.5,45560,192,9,5.6
2020,7,18,12:00,UTC,0,1019.9,0,51,0,-1,24.2,13.3,37580,210,10.5,6.2
2020,7,18,13:00,UTC,0,1019.6,0,50,0,-1,23.9,12.8,36600,211,11.3,7.3
2020,7,18,14:00,UTC,0,1019.4,0,49,0,-1,24.4,13.2,50000,206,8.8,6.2
2020,7,18,15:00,UTC,0,1019.2,0,53,0,-1,23.7,13.5,46930,215,9.6,6.6
2020,7,18,16:00,UTC,0,1019,0,58,0,-1,23.4,14.6,50000,209,6.2,4.3
2020,7,18,17:00,UTC,0,1018.8,0,68,0,-1,21.4,15.2,41930,198,6,3.9
2020,7,18,18:00,UTC,0,1018.8,0,76,0,-1,20.4,16,50000,218,6.8,4.6
2020,7,18,19:00,UTC,0,1019.2,0,81,0,-1,19.5,16.2,50000,215,5.9,4.3
2020,7,18,20:00,UTC,0,1019.6,0,84,0,-1,18.6,15.9,48520,219,5.6,4.4
2020,7,18,21:00,UTC,0,1020,0,88,0,-1,18,16,40450,218,4.4,3.3
2020,7,18,22:00,UTC,0,1020.1,0,89,0,-1,17.4,15.6,44030,229,3.9,2.9
2020,7,18,23:00,UTC,0,1020.2,0,90,0,-1,16.9,15.3,36110,242,4.2,2.6
2020,7,19,00:00,UTC,0,1020.3,0,92,0,-1,16.5,15.1,42580,249,4.3,3.1
2020,7,19,01:00,UTC,0,1020.2,0,91,0,-1,16.2,14.7,43210,251,3.2,2.2
2020,7,19,02:00,UTC,0,1020.2,0,90,0,-1,15.6,13.9,50000,237,3.8,2.7
2020,7,19,03:00,UTC,0,1020.3,0,85,0,-1,16.8,14.3,48390,212,2.2,1.3
2020,7,19,04:00,UTC,0,1020.2,0,81,0,-1,18.3,14.9,44720,222,2,1.4
2020,7,19,05:00,UTC,0,1020.1,0,82,0,-1,18.9,15.8,44260,224,2.6,1.7
2020,7,19,06:00,UTC,0,1019.9,0,74,0,-1,21.2,16.4,32130,200,1.9,0.9
2020,7,19,07:00,UTC,0,1019.7,0,71,0,-1,21.4,16,34710,101,2.3,0.9
2020,7,19,08:00,UTC,0,1019.6,0,66,0,-1,22.5,15.8,31810,195,4.2,2
2020,7,19,09:00,UTC,0,1019.4,0,65,0,-1,22.9,16,44350,197,4.6,3.1
2020,7,19,10:00,UTC,1,1019.4,0,60,0,-1,22.8,14.7,42690,163,6.3,4.3
2020,7,19,11:00,UTC,0,1019.3,0,54,0,-1,23.1,13.4,29780,204,6.7,4.6
2020,7,19,12:00,UTC,0,1019,0,51,0,-1,24,13.1,41460,202,6.5,4.3
2020,7,19,13:00,UTC,0,1018.7,0,50,0,-1,23.4,12.2,46690,195,7.7,5.8
2020,7,19,14:00,UTC,1,1018.2,0,48,0,-1,23.8,12,45570,197,5.2,3.7
2020,7,19,15:00,UTC,0,1017.6,0,50,0,-1,23.7,12.7,50000,209,7,4.1
2020,7,19,16:00,UTC,1,1017.1,0,57,0,-1,23.1,14,42370,193,6.4,4.3
2020,7,19,17:00,UTC,0,1016.8,0,62,0,-1,21.5,13.9,50000,202,5.4,3.8
2020,7,19,18:00,UTC,7,1016.5,0,65,0,-1,21.2,14.3,50000,221,5.7,4.1
2020,7,19,19:00,UTC,7,1016.6,0,69,0,-1,20.3,14.3,50000,221,4.2,3
2020,7,19,20:00,UTC,7,1016.6,0,74,0,-1,19.2,14.5,48350,225,3.4,2.8
2020,7,19,21:00,UTC,7,1016.7,0,78,0,-1,18.7,14.8,50000,237,2.9,2.5
2020,7,19,22:00,UTC,7,1016.7,0,78,0,-1,18.8,14.8,50000,262,3.6,2.7
2020,7,19,23:00,UTC,7,1016.3,0,81,0,-1,18.5,15.2,50000,249,5.1,3.2
2020,7,20,00:00,UTC,7,1016.2,0,83,0,-1,18.3,15.3,48690,256,4.4,3
2020,7,20,01:00,UTC,7,1015.9,0,84,0,-1,18.2,15.5,47390,258,5.7,3.6
2020,7,20,02:00,UTC,7,1015.5,0,83,0,-1,18.1,15.2,49640,285,3.7,2.3
2020,7,20,03:00,UTC,7,1015.3,0,70,0,-1,20.2,14.7,47600,13,3.1,2
2020,7,20,04:00,UTC,5,1015.2,0,71,0,-1,20.3,14.8,40430,51,2.8,1.8
2020,7,20,05:00,UTC,7,1015,0,72,0,-1,19.8,14.7,42270,103,1.4,0.8
2020,7,20,06:00,UTC,7,1014.6,0,81,0,-1,19.3,15.9,40120,0,1.1,0
2020,7,20,07:00,UTC,7,1014.5,0,76,0,-1,19.7,15.5,43840,174,2.8,1.7
2020,7,20,08:00,UTC,7,1014.4,0,71,0,-1,20.4,14.9,40980,216,1,0.5
2020,7,20,09:00,UTC,7,1014.4,0,67,0,-1,21.3,15,47780,223,2.7,1.7
2020,7,20,10:00,UTC,7,1014,0,59,0,-1,22.8,14.4,43860,194,2.8,1.5
2020,7,20,11:00,UTC,3,1013.5,0,52,0,-1,23.3,12.8,45860,221,3.4,2
2020,7,20,12:00,UTC,5,1012.8,0,57,0,-1,23.9,14.8,39660,234,4.1,2.7
2020,7,20,13:00,UTC,7,1012.3,0,54,0,-1,24.4,14.5,44040,216,4.3,2.2
2020,7,20,14:00,UTC,5,1012,0,58,0,-1,24.3,15.4,41480,199,4.2,3.2
2020,7,20,15:00,UTC,7,1011.9,0,55,0,-1,25.1,15.5,43650,202,4.7,3.2
2020,7,20,16:00,UTC,0,1011.7,0,56,0,-1,23,13.7,47150,167,3.6,2.6
2020,7,20,17:00,UTC,1,1011.5,0,63,0,-1,21.4,14,50000,176,6.1,4.5
2020,7,20,18:00,UTC,3,1011.1,0,66,0,-1,20.5,13.9,49000,169,5.5,3.2
2020,7,20,19:00,UTC,7,1010.7,0,74,0,-1,20,15.3,46380,161,4.2,2.4
2020,7,20,20:00,UTC,1,1010.6,0,77,0,-1,19.1,15,50000,198,3.6,2.7
2020,7,20,21:00,UTC,0,1010.3,0,78,0,-1,18.5,14.6,50000,204,2.2,1.4
2020,7,20,22:00,UTC,5,1010,0,80,0,-1,18,14.5,50000,194,2.1,1.5
2020,7,20,23:00,UTC,5,1009.9,0,86,0,-1,17.8,15.4,48620,102,1.5,1.1
2020,7,21,00:00,UTC,0,1009.6,0,91,0,-1,17.2,15.8,39620,138,2.4,1.7
2020,7,21,01:00,UTC,3,1009.1,0,92,0,-1,17.2,15.9,36530,99,3.1,2.6
2020,7,21,02:00,UTC,1,1008.6,0,93,0,-1,17.3,16.2,34710,115,2.7,2.2
2020,7,21,03:00,UTC,0,1008.1,0,94,0,-1,17.4,16.4,35840,102,2.4,2
2020,7,21,04:00,UTC,0,1007.7,0,88,0,-1,19,17,31360,128,3.2,1.9
2020,7,21,05:00,UTC,1,1007.4,0,79,0,-1,20.7,17,39190,138,4.8,2.9
2020,7,21,06:00,UTC,1,1007.2,0,78,0,-1,20.3,16.4,32380,139,3.6,2.4
2020,7,21,07:00,UTC,7,1007.2,0,77,0,-1,21.3,17.1,34850,174,4.5,2.4
2020,7,21,08:00,UTC,7,1007.2,0,84,0,-1,19.9,17.2,32410,217,5.5,3.9
2020,7,21,09:00,UTC,5,1007.1,0,67,0,-1,22,15.6,34450,253,6.6,3.2
2020,7,21,10:00,UTC,5,1007.1,0,59,0,-1,21.8,13.5,40250,215,10.3,7
2020,7,21,11:00,UTC,1,1007,0,61,0,-1,22.2,14.2,42460,216,8.8,6.3
2020,7,21,12:00,UTC,0,1006.7,0,61,0,-1,22.3,14.6,35700,217,10.8,7
2020,7,21,13:00,UTC,0,1006.8,0,58,0,-1,22.1,13.4,37880,204,10.4,7.1
2020,7,21,14:00,UTC,0,1006.7,0,58,0,-1,21.4,12.8,45800,215,10.6,7.3
2020,7,21,15:00,UTC,0,1006.4,0,61,0,-1,21.5,13.6,46970,211,11,7.5
2020,7,21,16:00,UTC,0,1006.4,0,62,0,-1,20.2,12.7,50000,216,12,7.4
2020,7,21,17:00,UTC,0,1006.4,0,67,0,-1,19,12.7,50000,209,10.7,7
2020,7,21,18:00,UTC,0,1006.2,0,70,0,-1,18.2,12.6,50000,218,9.8,6.3
2020,7,21,19:00,UTC,0,1006.2,0,74,0,-1,16.9,12.2,50000,229,7,4.8
2020,7,21,20:00,UTC,0,1006.3,0,74,0,-1,16,11.3,50000,241,7.3,5.2
2020,7,21,21:00,UTC,0,1006.1,0,82,0,-1,15.3,12.1,50000,245,7.6,4.7
2020,7,21,22:00,UTC,0,1006,0,86,0,-1,14.7,12.4,50000,250,6.7,4.5
2020,7,21,23:00,UTC,0,1005.9,0,88,0,-1,14.1,12,50000,282,7.7,4.6
2020,7,22,00:00,UTC,0,1005.7,0,89,0,-1,13.1,11.3,50000,280,5.5,3.3
2020,7,22,01:00,UTC,5,1005.6,0,90,0,-1,13.1,11.5,50000,282,6.2,3.9
2020,7,22,02:00,UTC,5,1005.3,0,92,0,-1,12.7,11.6,50000,286,5.6,3.5
2020,7,22,03:00,UTC,1,1004.9,0,90,0,-1,13.1,11.6,48680,274,8,3.8
2020,7,22,04:00,UTC,0,1004.6,0,85,0,-1,14.4,11.9,42990,273,7.7,4.2
2020,7,22,05:00,UTC,7,1004.4,0,77,0,-1,15.4,11.4,35960,298,9.6,5.3
2020,7,22,06:00,UTC,8,1004,0,76,0,-1,15,10.7,46310,290,11.1,6.1
2020,7,22,07:00,UTC,3,1003.6,0,68,0,-1,17.3,11.4,50000,299,9,3.9
2020,7,22,08:00,UTC,7,1003.5,0,68,0,-1,17,11.1,50000,282,9.9,5.5
2020,7,22,09:00,UTC,7,1003.6,0,62,0,-1,17.6,10.3,48460,272,12.8,7.1
2020,7,22,10:00,UTC,7,1003.5,0,60,0,-1,18,10.2,38950,281,12.4,7.1
2020,7,22,11:00,UTC,5,1003.2,0,54,0,-1,19.2,9.7,49430,266,14.6,8.3
2020,7,22,12:00,UTC,3,1003.7,0,59,0,-1,17.7,9.5,50000,270,12.7,8.5
2020,7,22,13:00,UTC,1,1003.7,0,48,0,-1,19.5,8.1,49770,294,11.7,6.8
2020,7,22,14:00,UTC,7,1003.9,0,49,0,-1,18.9,7.9,50000,302,10.3,6.1
2020,7,22,15:00,UTC,7,1004.2,0,49,0,-1,17.6,6.9,50000,289,11.5,7.4
2020,7,22,16:00,UTC,5,1004.3,0,50,0,-1,17.1,6.4,50000,275,15.2,8.6
2020,7,22,17:00,UTC,3,1004.6,0,55,0,-1,15.9,6.8,50000,273,12.2,8
2020,7,22,18:00,UTC,7,1004.6,0,58,0,-1,15.3,7.1,50000,270,11.4,6.2
2020,7,22,19:00,UTC,3,1004.8,0,60,0,-1,14.5,6.9,50000,272,14,8.4
2020,7,22,20:00,UTC,1,1004.5,0,68,0,-1,13.3,7.5,50000,253,11.1,6.5
2020,7,22,21:00,UTC,0,1004.3,0,69,0,-1,13,7.4,50000,254,12.2,6.7
2020,7,22,22:00,UTC,0,1004.2,0,72,0,-1,12.7,7.8,50000,247,9.3,6.1
2020,7,22,23:00,UTC,1,1003.8,0,75,0,-1,12.4,8.2,50000,241,8.3,5.6
2020,7,23,00:00,UTC,7,1003.6,0,73,0,-1,12.8,8.1,50000,247,9.7,6.3
2020,7,23,01:00,UTC,7,1003.2,0,75,0,-1,12.3,8,50000,240,8.6,5.4
2020,7,23,02:00,UTC,5,1003,0,77,0,-1,12,8,50000,246,10,6.1
2020,7,23,03:00,UTC,3,1002.7,0,79,0,-1,12,8.4,50000,246,8.7,5.7
2020,7,23,04:00,UTC,3,1002.5,0,76,0,-1,12.7,8.6,50000,244,9,5.9
2020,7,23,05:00,UTC,7,1002.2,0,75,0,-1,13.5,9.3,50000,243,10.4,6.1
2020,7,23,06:00,UTC,5,1002.2,0,70,0,-1,15.3,9.8,50000,246,8.8,5.7
2020,7,23,07:00,UTC,3,1002.1,0,60,0,-1,16.7,8.8,43910,254,11,6
2020,7,23,08:00,UTC,7,1002.2,0,61,0,-1,15.8,8.3,46590,249,11.1,7
2020,7,23,09:00,UTC,5,1002.3,0,54,0,-1,17,7.5,37310,268,12,7.8
2020,7,23,10:00,UTC,7,1002.6,0,53,0,-1,16.7,7.1,27950,267,11.2,7.3
2020,7,23,11:00,UTC,7,1003,0,59,0,-1,15.3,7.3,50000,269,11.7,6.5
2020,7,23,12:00,UTC,7,1003.1,0,56,0,-1,16.1,7.4,48780,266,11,6.2
2020,7,23,13:00,UTC,7,1003.2,0,63,0,-1,15.2,8.3,20300,252,10.9,6.8
2020,7,23,14:00,UTC,7,1003.3,0,62,0,-1,15.6,8.2,50000,266,8.9,4.5
2020,7,23,15:00,UTC,7,1003.7,0,62,0,-1,15.1,7.8,38420,253,10.2,6.4
2020,7,23,16:00,UTC,7,1003.9,0,74,0,-1,13.8,9.3,34170,257,7.4,5.1
2020,7,23,17:00,UTC,7,1004.1,0,66,0,-1,13.9,7.6,50000,251,8.5,5
2020,7,23,18:00,UTC,7,1004.2,0,70,0,-1,13.5,8,50000,242,9.1,4.7
2020,7,23,19:00,UTC,5,1004,0,74,0,-1,12.9,8.3,50000,230,6.4,4.1
2020,7,23,20:00,UTC,0,1003.9,0,78,0,-1,11.9,8.3,50000,219,5.4,3.9
2020,7,23,21:00,UTC,1,1003.9,0,78,0,-1,11.7,8,50000,227,5.6,3.5
2020,7,23,22:00,UTC,7,1003.9,0,77,0,-1,12.5,8.5,50000,216,5.2,3.8
2020,7,23,23:00,UTC,7,1003.7,0,81,0,-1,12.5,9.4,50000,219,4.6,3
2020,7,24,00:00,UTC,8,1003.4,0,82,0,-1,12.7,9.6,50000,186,5.9,3.5
2020,7,24,01:00,UTC,8,1003.1,0,76,0,-1,13.9,9.7,50000,192,7.1,4.3
2020,7,24,02:00,UTC,7,1002.9,0,74,0,-1,13.5,8.9,50000,187,5.9,4
2020,7,24,03:00,UTC,5,1002.6,0.2,82,0,-1,13.1,10.2,50000,177,7.9,4
2020,7,24,04:00,UTC,8,1002.5,1,84,4,-1,11.3,8.7,7880,157,8.2,3.8
2020,7,24,05:00,UTC,7,1002.1,0.1,90,0,-1,13.5,11.8,48070,154,7.8,4.7
2020,7,24,06:00,UTC,7,1002.3,0.3,87,0,-1,14.1,11.9,41810,191,10.8,6.7
2020,7,24,07:00,UTC,7,1002.3,0.3,85,0.2,-1,12.7,10.3,46670,211,5.2,3
2020,7,24,08:00,UTC,7,1002.4,0,76,0,-1,14,9.8,42520,177,5.7,3.6
2020,7,24,09:00,UTC,7,1002.8,0,76,0,-1,15.3,11,39800,200,7.5,4.5
2020,7,24,10:00,UTC,7,1003.1,0,73,0,-1,15,10.2,46040,211,7.1,4.2
2020,7,24,11:00,UTC,7,1003.3,0,74,0,-1,15.1,10.5,50000,196,10.4,5.6
2020,7,24,12:00,UTC,7,1003.5,0,76,0,-1,15.4,11.2,50000,203,9.8,6
2020,7,24,13:00,UTC,7,1003.8,0,80,0,-1,15,11.5,27740,212,8.8,5.7
2020,7,24,14:00,UTC,7,1003.8,0,76,0,-1,15.6,11.3,46060,209,8.9,5.6
2020,7,24,15:00,UTC,7,1003.6,0,72,0,-1,16,11,50000,194,7,4.1
2020,7,24,16:00,UTC,7,1003.7,0,63,0,-1,17.6,10.6,46840,206,9.2,6.1
2020,7,24,17:00,UTC,1,1004,0,73,0,-1,15.8,11.1,50000,188,8.8,5.3
2020,7,24,18:00,UTC,7,1004,0,83,0,-1,14.5,11.7,50000,194,10.3,6.3
2020,7,24,19:00,UTC,5,1004,0,86,0,-1,14.3,12,42990,173,6,3.3
2020,7,24,20:00,UTC,7,1004,0,84,0,-1,14.2,11.5,17570,169,10.3,6.4
2020,7,24,21:00,UTC,7,1004,0.3,93,1.1,-1,13.7,12.5,8420,178,4.8,3.4
2020,7,24,22:00,UTC,7,1003.7,1.3,96,0,-1,13.4,12.8,21480,146,5.8,3.7
2020,7,24,23:00,UTC,7,1003.5,0.1,97,0,-1,13.5,12.9,24630,129,4.5,3.2
2020,7,25,00:00,UTC,7,1003.3,0.4,97,0.4,-1,13.5,13.1,15050,127,3.1,2
2020,7,25,01:00,UTC,8,1003.1,0.5,98,0.5,-1,13.6,13.2,14050,115,2.2,1.8
2020,7,25,02:00,UTC,8,1002.8,0.5,98,0.4,-1,13.7,13.4,10150,130,4.5,2.2
2020,7,25,03:00,UTC,7,1002.8,0.1,98,0.3,-1,13.9,13.5,14010,135,4.9,3.4
2020,7,25,04:00,UTC,7,1002.7,0,97,0,-1,14,13.5,34410,114,5.3,3.7
2020,7,25,05:00,UTC,7,1002.7,0.1,97,0,-1,14.2,13.8,12410,127,5.7,2.8
2020,7,25,06:00,UTC,8,1002.7,0.1,96,0,-1,14.4,13.8,10510,60,3.4,2.1
2020,7,25,07:00,UTC,8,1003.1,0.9,96,0.9,-1,14.4,13.7,11720,341,2.6,1.6
2020,7,25,08:00,UTC,7,1003.8,0.5,94,0,-1,14.7,13.8,45900,286,6.1,3.6
2020,7,25,09:00,UTC,7,1004.5,0,85,0,-1,16.5,14,43760,296,6.4,4
2020,7,25,10:00,UTC,1,1005.3,0,68,0,-1,17.8,11.8,36870,283,6.4,3.8
2020,7,25,11:00,UTC,7,1005.9,0,73,0,-1,17.6,12.6,50000,201,7.3,5.6
2020,7,25,12:00,UTC,7,1006.7,0,83,0,-1,16.8,13.9,45220,205,5.3,3.3
2020,7,25,13:00,UTC,0,1007.1,0,64,0,-1,18.5,11.5,44450,206,9.4,6.3
2020,7,25,14:00,UTC,0,1007.4,0,58,0,-1,18.8,10.2,50000,197,10.3,7.1
2020,7,25,15:00,UTC,0,1008,0,54,0,-1,18.6,9,46250,206,10.1,6.8
2020,7,25,16:00,UTC,0,1008.3,0,58,0,-1,18.5,10,50000,214,9.1,5.8
2020,7,25,17:00,UTC,1,1008.9,0,68,0,-1,16.4,10.4,45940,214,6,4.1
2020,7,25,18:00,UTC,0,1009.6,0,74,0,-1,15.5,10.9,50000,216,6.7,4.8
2020,7,25,19:00,UTC,0,1010.4,0,81,0,-1,14.6,11.4,50000,254,4.3,3.3
2020,7,25,20:00,UTC,0,1011,0,89,0,-1,12.9,11.1,50000,241,2.7,2.2
2020,7,25,21:00,UTC,0,1011.8,0,91,0,-1,13.2,11.8,50000,226,3.7,2.7
2020,7,25,22:00,UTC,0,1012.6,0,92,0,-1,12.9,11.6,50000,244,6.1,4.3
2020,7,25,23:00,UTC,3,1012.9,0,94,0,-1,12.1,11.2,50000,243,3.2,2.6
2020,7,26,00:00,UTC,1,1013.5,0,94,0,-1,12.2,11.3,50000,217,5.2,3.5
2020,7,26,01:00,UTC,1,1014,0,97,0,-1,11.9,11.4,50000,209,3.4,2.4
2020,7,26,02:00,UTC,0,1014.2,0,95,0,-1,12.4,11.6,50000,113,1.4,1.1
2020,7,26,03:00,UTC,1,1014.3,0,96,0,-1,13.2,12.5,50000,160,3.3,2.3
2020,7,26,04:00,UTC,5,1014.7,0,91,0,-1,14.8,13.3,50000,160,4.1,2.7
2020,7,26,05:00,UTC,1,1014.8,0,83,0,-1,16.6,13.8,33020,200,6.8,4.3
2020,7,26,06:00,UTC,0,1015.3,0,82,0,-1,17.8,14.6,33420,198,7,3.8
2020,7,26,07:00,UTC,0,1015.8,0,76,0,-1,18.5,14.3,33980,201,6.7,4.1
2020,7,26,08:00,UTC,0,1016.2,0,70,0,-1,19.4,13.9,45010,197,6.4,4.8
2020,7,26,09:00,UTC,0,1016.7,0,66,0,-1,20.1,13.6,37020,191,6,4.3
2020,7,26,10:00,UTC,0,1017.2,0,60,0,-1,20.4,12.5,40530,192,8.5,5.8
