"Havaintoasema","Vuosi","Kuukausi","Päivä","Aika [Paikallinen aika]","Sademäärä [mm]","Lumensyvyys [cm]"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1981","8","3","03:00","-1","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1981","8","4","03:00","0","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1981","8","5","03:00","-1","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1981","8","6","03:00","15.4","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1981","8","7","03:00","-1","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1981","8","8","03:00","-1","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1981","8","9","03:00","-1","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1981","8","10","03:00","0.1","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1981","8","11","03:00","0.2","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1981","8","12","03:00","-1","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1981","8","13","03:00","-1","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1981","8","14","03:00","7.9","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1981","8","15","03:00","0.4","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1981","8","16","03:00","8.8","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1981","8","17","03:00","8.5","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1981","8","18","03:00","2.2","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1981","8","19","03:00","0","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1981","8","20","03:00","0.7","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1981","8","21","03:00","0.1","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1981","8","22","03:00","11.5","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1981","8","23","03:00","0.1","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1981","8","24","03:00","0","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1981","8","25","03:00","0.6","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1981","8","26","03:00","13.9","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1981","8","27","03:00","1.5","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1981","8","28","03:00","3.4","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1981","8","29","03:00","0.1","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1981","8","30","03:00","6.9","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1981","8","31","03:00","-1","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1981","9","1","03:00","-1","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1981","9","2","03:00","-1","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1981","9","3","03:00","0.1","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1981","9","4","03:00","-1","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1981","9","5","03:00","-1","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1981","9","6","03:00","0.2","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1981","9","7","03:00","-1","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1981","9","8","03:00","-1","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1981","9","9","03:00","-1","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1981","9","10","03:00","0","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1981","9","11","03:00","0","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1981","9","12","03:00","0.3","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1981","9","13","03:00","0","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1981","9","14","03:00","3.1","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1981","9","15","03:00","0.3","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1981","9","16","03:00","-1","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1981","9","17","03:00","-1","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1981","9","18","03:00","-1","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1981","9","19","03:00","0","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1981","9","20","03:00","0.3","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1981","9","21","03:00","0.8","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1981","9","22","03:00","2","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1981","9","23","03:00","2.8","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1981","9","24","03:00","0.4","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1981","9","25","03:00","-1","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1981","9","26","03:00","1.4","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1981","9","27","02:00","-1","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1981","9","28","02:00","-1","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1981","9","29","02:00","2.2","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1981","9","30","02:00","0.3","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1981","10","1","02:00","0.1","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1981","10","2","02:00","0","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1981","10","3","02:00","0","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1981","10","4","02:00","2","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1981","10","5","02:00","0.5","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1981","10","6","02:00","-1","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1981","10","7","02:00","1.9","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1981","10","8","02:00","0.8","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1981","10","9","02:00","0.1","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1981","10","10","02:00","4.5","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1981","10","11","02:00","0.6","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1981","10","12","02:00","8.2","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1981","10","13","02:00","-1","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1981","10","14","02:00","-1","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1981","10","15","02:00","1.6","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1981","10","16","02:00","-1","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1981","10","17","02:00","-1","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1981","10","18","02:00","-1","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1981","10","19","02:00","-1","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1981","10","20","02:00","9.7","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1981","10","21","02:00","19.7","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1981","10","22","02:00","-1","0"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1981","10","23","02:00","0.6","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1981","10","24","02:00","7.7","0"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1981","10","25","02:00","0","0"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1981","10","26","02:00","10.8","0"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1981","10","27","02:00","0.5","9"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1981","10","28","02:00","1","9"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1981","10","29","02:00","3.4","3"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1981","10","30","02:00","0.5","2"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1981","10","31","02:00","-1","3"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1981","11","1","02:00","0","3"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1981","11","2","02:00","3.9","3"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1981","11","3","02:00","-1","8"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1981","11","4","02:00","13.1","8"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1981","11","5","02:00","5.1","0"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1981","11","6","02:00","1.4","4"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1981","11","7","02:00","0","7"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1981","11","8","02:00","0.1","7"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1981","11","9","02:00","-1","6"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1981","11","10","02:00","-1","6"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1981","11","11","02:00","1.9","0"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1981","11","12","02:00","0","0"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1981","11","13","02:00","0.7","0"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1981","11","14","02:00","0.1","3"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1981","11","15","02:00","0","3"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1981","11","16","02:00","0","4"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1981","11","17","02:00","2.3","4"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1981","11","18","02:00","9.2","0"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1981","11","19","02:00","6.1","0"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1981","11","20","02:00","2.5","0"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1981","11","21","02:00","14.2","0"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1981","11","22","02:00","0.9","10"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1981","11","23","02:00","-1","11"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1981","11","24","02:00","5.8","9"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1981","11","25","02:00","0.1","19"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1981","11","26","02:00","1.6","17"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1981","11","27","02:00","0.1","21"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1981","11","28","02:00","3.7","21"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1981","11","29","02:00","0.5","20"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1981","11","30","02:00","1.5","19"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1981","12","1","02:00","2.6","20"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1981","12","2","02:00","1","23"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1981","12","3","02:00","14.6","20"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1981","12","4","02:00","13.7","19"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1981","12","5","02:00","3.5","23"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1981","12","6","02:00","0.7","21"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1981","12","7","02:00","-1","22"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1981","12","8","02:00","0.4","22"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1981","12","9","02:00","0.1","22"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1981","12","10","02:00","1.4","22"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1981","12","11","02:00","0.3","24"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1981","12","12","02:00","5.6","24"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1981","12","13","02:00","3.7","27"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1981","12","14","02:00","0.4","32"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1981","12","15","02:00","1.6","33"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1981","12","16","02:00","1.3","36"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1981","12","17","02:00","0.6","37"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1981","12","18","02:00","1.7","38"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1981","12","19","02:00","1.5","39"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1981","12","20","02:00","0","40"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1981","12","21","02:00","2","40"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1981","12","22","02:00","0","40"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1981","12","23","02:00","-1","36"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1981","12","24","02:00","0","36"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1981","12","25","02:00","1.2","36"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1981","12","26","02:00","1.3","37"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1981","12","27","02:00","6.5","38"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1981","12","28","02:00","2","43"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1981","12","29","02:00","1.2","46"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1981","12","30","02:00","-1","45"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1981","12","31","02:00","0","45"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1982","1","1","02:00","-1","45"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1982","1","2","02:00","-1","38"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1982","1","3","02:00","0.8","36"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1982","1","4","02:00","0","37"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1982","1","5","02:00","0.1","37"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1982","1","6","02:00","0.1","37"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1982","1","7","02:00","-1","37"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1982","1","8","02:00","0","37"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1982","1","9","02:00","0","37"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1982","1","10","02:00","5.1","37"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1982","1","11","02:00","0","39"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1982","1","12","02:00","-1","39"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1982","1","13","02:00","4.6","39"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1982","1","14","02:00","2.3","42"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1982","1","15","02:00","-1","38"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1982","1","16","02:00","-1","37"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1982","1","17","02:00","-1","37"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1982","1","18","02:00","-1","37"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1982","1","19","02:00","-1","37"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1982","1","20","02:00","-1","37"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1982","1","21","02:00","0.3","37"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1982","1","22","02:00","3.9","37"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1982","1","23","02:00","0.7","38"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1982","1","24","02:00","3.8","43"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1982","1","25","02:00","-1","47"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1982","1","26","02:00","-1","47"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1982","1","27","02:00","-1","47"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1982","1","28","02:00","0","47"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1982","1","29","02:00","0.1","47"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1982","1","30","02:00","2.1","47"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1982","1","31","02:00","0","49"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1982","2","1","02:00","-1","48"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1982","2","2","02:00","-1","48"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1982","2","3","02:00","-1","48"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1982","2","4","02:00","0","48"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1982","2","5","02:00","0.1","48"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1982","2","6","02:00","-1","48"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1982","2","7","02:00","-1","48"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1982","2","8","02:00","0","48"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1982","2","9","02:00","0.4","48"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1982","2","10","02:00","0","48"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1982","2","11","02:00","0.1","48"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1982","2","12","02:00","3.1","48"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1982","2","13","02:00","-1","45"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1982","2","14","02:00","0.1","40"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1982","2","15","02:00","0","37"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1982","2","16","02:00","0.4","37"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1982","2","17","02:00","-1","37"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1982","2","18","02:00","-1","37"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1982","2","19","02:00","-1","37"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1982","2","20","02:00","-1","37"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1982","2","21","02:00","-1","37"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1982","2","22","02:00","-1","37"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1982","2","23","02:00","-1","37"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1982","2","24","02:00","0","37"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1982","2","25","02:00","-1","36"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1982","2","26","02:00","0","36"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1982","2","27","02:00","0.1","36"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1982","2","28","02:00","2.5","36"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1982","3","1","02:00","1.4","37"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1982","3","2","02:00","2.2","37"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1982","3","3","02:00","0","36"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1982","3","4","02:00","2.3","36"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1982","3","5","02:00","0.3","40"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1982","3","6","02:00","-1","39"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1982","3","7","02:00","0","39"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1982","3","8","02:00","-1","39"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1982","3","9","02:00","-1","39"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1982","3","10","02:00","-1","37"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1982","3","11","02:00","0","37"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1982","3","12","02:00","1.6","37"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1982","3","13","02:00","0.9","38"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1982","3","14","02:00","3.4","38"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1982","3","15","02:00","0.1","37"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1982","3","16","02:00","0.8","36"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1982","3","17","02:00","0","36"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1982","3","18","02:00","-1","31"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1982","3","19","02:00","-1","28"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1982","3","20","02:00","0","27"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1982","3","21","02:00","-1","27"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1982","3","22","02:00","-1","26"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1982","3","23","02:00","-1","26"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1982","3","24","02:00","2.4","25"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1982","3","25","02:00","0.1","24"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1982","3","26","02:00","0","18"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1982","3","27","02:00","0.1","15"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1982","3","28","03:00","-1","2"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1982","3","29","03:00","0","2"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1982","3","30","03:00","2","2"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1982","3","31","03:00","-1","3"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1982","4","1","03:00","-1","1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1982","4","2","03:00","-1","0"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1982","4","3","03:00","-1","0"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1982","4","4","03:00","0","0"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1982","4","5","03:00","-1","0"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1982","4","6","03:00","-1","0"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1982","4","7","03:00","5.7","0"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1982","4","8","03:00","4.9","4"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1982","4","9","03:00","5.1","20"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1982","4","10","03:00","1.4","17"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1982","4","11","03:00","4.3","15"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1982","4","12","03:00","1.9","17"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1982","4","13","03:00","4.1","13"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1982","4","14","03:00","-1","16"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1982","4","15","03:00","0","14"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1982","4","16","03:00","4.9","8"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1982","4","17","03:00","0.1","6"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1982","4","18","03:00","-1","0"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1982","4","19","03:00","-1","0"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1982","4","20","03:00","-1","0"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1982","4","21","03:00","-1","0"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1982","4","22","03:00","-1","0"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1982","4","23","03:00","0","0"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1982","4","24","03:00","0","0"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1982","4","25","03:00","0","0"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1982","4","26","03:00","-1","0"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1982","4","27","03:00","1.9","0"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1982","4","28","03:00","10.4","0"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1982","4","29","03:00","3.3","2"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1982","4","30","03:00","8.5","2"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1982","5","1","03:00","1","0"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1982","5","2","03:00","1","0"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1982","5","3","03:00","22.5","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1982","5","4","03:00","3.9","4"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1982","5","5","03:00","1.6","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1982","5","6","03:00","0.3","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1982","5","7","03:00","0","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1982","5","8","03:00","1.5","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1982","5","9","03:00","0.1","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1982","5","10","03:00","5.9","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1982","5","11","03:00","2.3","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1982","5","12","03:00","2.5","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1982","5","13","03:00","4","1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1982","5","14","03:00","-1","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1982","5","15","03:00","-1","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1982","5","16","03:00","-1","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1982","5","17","03:00","0","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1982","5","18","03:00","0","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1982","5","19","03:00","-1","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1982","5","20","03:00","-1","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1982","5","21","03:00","0","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1982","5","22","03:00","0","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1982","5","23","03:00","-1","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1982","5","24","03:00","9.4","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1982","5","25","03:00","0.1","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1982","5","26","03:00","0","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1982","5","27","03:00","-1","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1982","5","28","03:00","23.2","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1982","5","29","03:00","1.2","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1982","5","30","03:00","0.1","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1982","5","31","03:00","0","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1982","6","1","03:00","-1","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1982","6","2","03:00","-1","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1982","6","3","03:00","1.4","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1982","6","4","03:00","-1","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1982","6","5","03:00","0.4","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1982","6","6","03:00","-1","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1982","6","7","03:00","0.7","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1982","6","8","03:00","0","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1982","6","9","03:00","0","-1"
